WELLNESS_life_satisfaction,DEMO_household_income,WORK_hours_per_week,CONNECTION_social_num_close_friends_p3m
7,"$130,000 to $139,999",8,NA
7,NA,NA,NA
8,"$130,000 to $139,999",0,6
NA,NA,NA,NA
7,NA,NA,NA
6,Presented but no response,NA,NA
8,NA,NA,NA
8,"$110,000 to $119,999",11,1
8,"$200,000 or more",44,NA
5,"$20,000 to $24,999",0,8
8,NA,NA,NA
9,"$70,000 to $79,999",0,3
5,"$15,000 to $19,999",NA,NA
3,"$200,000 or more",40,6
7,NA,NA,NA
8,"$70,000 to $79,999",NA,10
7,"$10,000 to $14,999",6,NA
NA,NA,NA,NA
4,"$30,000 to $34,999",0,0
8,"$90,000 to $99,999",NA,7
NA,NA,NA,NA
NA,NA,NA,NA
7,NA,NA,NA
8,"$70,000 to $79,999",21,3
6,Presented but no response,50,0
NA,NA,NA,NA
9,NA,NA,NA
1,"$10,000 to $14,999",10,NA
6,NA,NA,NA
NA,NA,NA,NA
10,"$40,000 to $44,999",40,NA
7,"$100,000 to $109,999",30,5
8,"$200,000 or more",40,NA
4,Presented but no response,NA,8
8,Presented but no response,NA,NA
6,"$25,000 to $29,999",8,NA
4,NA,NA,NA
10,"$90,000 to $99,999",35,5
6,"$90,000 to $99,999",35,1
8,"$10,000 to $14,999",3,NA
7,"$70,000 to $79,999",40,2
3,"$20,000 to $24,999",4,NA
10,NA,NA,NA
9,"$110,000 to $119,999",30,4
5,"$70,000 to $79,999",45,44
NA,NA,NA,NA
4,"$15,000 to $19,999",10,NA
5,"$45,000 to $49,999",NA,1
6,"$45,000 to $49,999",0,2
10,NA,NA,1
NA,NA,NA,NA
10,"$200,000 or more",25,4
9,"$150,000 to $159,999",42,0
7,NA,NA,NA
9,Presented but no response,0,NA
3,Presented but no response,0,NA
9,"$80,000 to $89,999",40,1
1,"$45,000 to $49,999",0,0
7,"$20,000 to $24,999",NA,1
3,"$5,000 to $9,999",NA,NA
3,"$25,000 to $29,999",NA,10
5,Presented but no response,NA,NA
3,Presented but no response,4,1
1,"$15,000 to $19,999",9,NA
5,"$60,000 to $69,999",0,1
6,"$20,000 to $24,999",NA,1
6,NA,NA,0
9,"$40,000 to $44,999",NA,10
6,"$35,000 to $39,999",NA,0
NA,NA,NA,NA
10,"$15,000 to $19,999",9,NA
NA,NA,NA,NA
8,"$25,000 to $29,999",40,NA
7,NA,NA,NA
4,"$25,000 to $29,999",NA,13
1,NA,NA,NA
5,"$5,000 to $9,999",NA,10
10,"$60,000 to $69,999",0,NA
NA,NA,NA,NA
10,"$40,000 to $44,999",NA,4
NA,NA,NA,NA
10,"$20,000 to $24,999",NA,3
4,"$45,000 to $49,999",8,1
2,"$190,000 to $199,999",NA,0
3,"$25,000 to $29,999",10,NA
10,"$10,000 to $14,999",55,NA
7,"$200,000 or more",0,5
NA,NA,NA,NA
NA,NA,NA,NA
8,"$80,000 to $89,999",25,16
7,"$120,000 to $129,999",NA,NA
9,"$60,000 to $69,999",2,3
8,NA,NA,6
NA,NA,NA,NA
6,"$20,000 to $24,999",0,NA
5,NA,NA,NA
4,"$25,000 to $29,999",NA,NA
8,"$160,000 to $169,999",NA,4
6,NA,NA,NA
9,"$50,000 to $59,999",10,2
7,"$70,000 to $79,999",40,NA
9,"$200,000 or more",NA,1
10,"$80,000 to $89,999",NA,23
5,NA,NA,NA
8,"$25,000 to $29,999",NA,1
NA,NA,NA,NA
10,NA,NA,NA
8,"$130,000 to $139,999",35,NA
9,NA,NA,NA
1,"$40,000 to $44,999",0,NA
10,NA,NA,NA
9,NA,NA,NA
10,"$120,000 to $129,999",25,15
5,"$70,000 to $79,999",33,1
5,"$50,000 to $59,999",0,NA
NA,NA,NA,NA
7,"$35,000 to $39,999",0,NA
8,"$20,000 to $24,999",8,NA
4,NA,NA,NA
1,"$20,000 to $24,999",NA,NA
1,NA,NA,NA
10,"Under $5,000",18,NA
4,Presented but no response,NA,NA
9,"$150,000 to $159,999",0,3
3,"$60,000 to $69,999",30,NA
5,"$140,000 to $149,999",0,1
NA,NA,NA,0
3,"$110,000 to $119,999",25,1
3,NA,NA,NA
3,"$60,000 to $69,999",0,NA
NA,NA,NA,NA
3,NA,NA,NA
10,"$20,000 to $24,999",40,NA
5,"$120,000 to $129,999",9,NA
NA,NA,NA,NA
5,"$50,000 to $59,999",40,NA
NA,NA,NA,NA
7,NA,NA,NA
NA,NA,NA,NA
7,"$200,000 or more",40,4
1,Presented but no response,NA,10
6,"$90,000 to $99,999",9,NA
8,"$80,000 to $89,999",0,7
10,"$100,000 to $109,999",NA,2
6,"$35,000 to $39,999",15,NA
10,"$150,000 to $159,999",25,NA
5,"$35,000 to $39,999",NA,4
3,Presented but no response,0,15
7,NA,NA,NA
8,"$35,000 to $39,999",0,0
6,"$20,000 to $24,999",10,NA
NA,NA,NA,NA
NA,NA,NA,NA
10,NA,NA,NA
5,"$50,000 to $59,999",2,NA
5,Presented but no response,NA,NA
9,NA,NA,NA
8,"$45,000 to $49,999",NA,60
9,"$30,000 to $34,999",0,4
10,"$130,000 to $139,999",10,1
3,"$30,000 to $34,999",25,NA
6,NA,NA,NA
7,NA,NA,NA
NA,NA,NA,NA
7,Presented but no response,8,2
5,NA,NA,2
9,"$35,000 to $39,999",30,6
NA,NA,NA,NA
9,NA,NA,NA
2,NA,NA,NA
4,"$25,000 to $29,999",30,NA
NA,NA,NA,NA
8,"$170,000 to $179,999",40,NA
5,"$10,000 to $14,999",0,12
9,"$90,000 to $99,999",NA,NA
8,"$80,000 to $89,999",NA,5
5,"$5,000 to $9,999",3,NA
NA,NA,NA,NA
5,NA,NA,NA
8,Presented but no response,NA,NA
5,"$15,000 to $19,999",8,NA
3,Presented but no response,NA,NA
5,NA,NA,0
3,"$90,000 to $99,999",30,3
6,NA,NA,68
6,Presented but no response,NA,NA
1,"$25,000 to $29,999",0,0
10,"$35,000 to $39,999",25,NA
NA,NA,NA,NA
9,"$130,000 to $139,999",0,NA
10,"$110,000 to $119,999",NA,2
6,NA,NA,NA
NA,NA,NA,8
4,"$30,000 to $34,999",40,0
3,Presented but no response,NA,NA
3,"$35,000 to $39,999",NA,1
3,NA,NA,5
NA,NA,NA,NA
8,NA,NA,NA
9,"$15,000 to $19,999",56,112
6,"$5,000 to $9,999",24,NA
NA,NA,NA,NA
NA,NA,NA,NA
5,NA,NA,NA
NA,NA,NA,NA
7,"$20,000 to $24,999",30,NA
9,"$130,000 to $139,999",0,6
8,NA,NA,NA
4,"$20,000 to $24,999",NA,2
6,"$5,000 to $9,999",0,NA
5,"$50,000 to $59,999",0,NA
4,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
9,"$70,000 to $79,999",25,NA
NA,NA,NA,NA
7,NA,NA,NA
8,"$25,000 to $29,999",10,NA
4,NA,NA,NA
5,"$45,000 to $49,999",60,3
5,"$10,000 to $14,999",8,NA
3,"$20,000 to $24,999",0,NA
1,NA,NA,NA
6,NA,NA,1
7,"$50,000 to $59,999",0,0
8,"$50,000 to $59,999",40,0
4,"$15,000 to $19,999",4,NA
NA,NA,NA,NA
8,NA,NA,NA
NA,NA,NA,NA
10,"$15,000 to $19,999",9,NA
4,"$20,000 to $24,999",12,0
6,"$30,000 to $34,999",47,3
8,NA,NA,NA
6,NA,NA,NA
9,NA,NA,NA
7,"$40,000 to $44,999",30,NA
6,"$20,000 to $24,999",5,NA
6,"$170,000 to $179,999",NA,4
10,"$10,000 to $14,999",NA,NA
NA,NA,NA,NA
3,"$50,000 to $59,999",NA,NA
6,"$110,000 to $119,999",38,NA
8,"$100,000 to $109,999",14,NA
2,"$20,000 to $24,999",20,0
7,"$15,000 to $19,999",5,NA
10,"$15,000 to $19,999",40,NA
NA,NA,NA,NA
9,"$80,000 to $89,999",41,NA
10,NA,NA,NA
7,"$70,000 to $79,999",0,1
7,"$170,000 to $179,999",37,NA
8,"$10,000 to $14,999",25,NA
6,NA,NA,NA
7,"$30,000 to $34,999",6,6
6,"$40,000 to $44,999",NA,2
3,"$120,000 to $129,999",0,4
9,"$40,000 to $44,999",9,NA
7,NA,NA,NA
2,"$10,000 to $14,999",NA,0
NA,NA,NA,NA
10,"$200,000 or more",38,4
10,"$5,000 to $9,999",30,NA
8,NA,NA,NA
5,"$60,000 to $69,999",NA,1
7,NA,NA,NA
NA,NA,NA,NA
5,"$50,000 to $59,999",0,3
4,"$25,000 to $29,999",NA,NA
9,"$180,000 to $189,999",20,3
8,"$10,000 to $14,999",30,NA
8,"$10,000 to $14,999",20,NA
5,"$20,000 to $24,999",20,0
7,"$60,000 to $69,999",8,NA
NA,NA,NA,NA
4,"$60,000 to $69,999",NA,1
10,NA,NA,NA
10,NA,NA,NA
10,"$60,000 to $69,999",0,4
10,"$45,000 to $49,999",0,NA
4,"$160,000 to $169,999",NA,20
1,NA,NA,NA
7,"$10,000 to $14,999",NA,0
7,"$25,000 to $29,999",NA,NA
7,"$70,000 to $79,999",NA,6
6,"$70,000 to $79,999",20,29
8,"$120,000 to $129,999",0,4
7,"$45,000 to $49,999",0,NA
8,NA,NA,NA
7,NA,NA,NA
3,"$60,000 to $69,999",47,NA
10,NA,NA,NA
6,"$50,000 to $59,999",40,NA
5,"$70,000 to $79,999",8,NA
7,"$80,000 to $89,999",0,6
7,"$15,000 to $19,999",5,NA
7,"$25,000 to $29,999",33,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
3,"$20,000 to $24,999",NA,0
NA,NA,NA,NA
10,"$20,000 to $24,999",0,5
NA,NA,NA,NA
2,Presented but no response,NA,NA
6,"$15,000 to $19,999",NA,3
NA,NA,NA,NA
1,NA,40,NA
7,"$25,000 to $29,999",0,0
7,"$60,000 to $69,999",NA,NA
6,"$60,000 to $69,999",NA,2
3,"$60,000 to $69,999",37,1
NA,NA,NA,NA
10,"$25,000 to $29,999",NA,120
6,"$30,000 to $34,999",2,NA
8,"$10,000 to $14,999",40,NA
NA,NA,NA,NA
8,NA,NA,NA
4,"$100,000 to $109,999",0,NA
NA,NA,NA,NA
5,"$5,000 to $9,999",NA,1
9,"$35,000 to $39,999",NA,1
1,NA,NA,NA
8,"$45,000 to $49,999",NA,1
NA,NA,NA,NA
7,"$15,000 to $19,999",0,NA
4,Presented but no response,NA,4
NA,NA,NA,NA
5,NA,NA,NA
6,"$30,000 to $34,999",35,6
NA,NA,NA,NA
7,NA,NA,3
7,NA,NA,NA
9,"Under $5,000",0,NA
7,NA,NA,NA
4,"$15,000 to $19,999",NA,0
NA,NA,NA,NA
9,"$60,000 to $69,999",0,1
7,"$100,000 to $109,999",36,NA
10,NA,NA,NA
NA,NA,NA,NA
3,"$10,000 to $14,999",10,NA
NA,NA,NA,NA
4,"$80,000 to $89,999",NA,NA
NA,NA,NA,NA
6,"$10,000 to $14,999",23,NA
6,"$25,000 to $29,999",NA,10
5,"$25,000 to $29,999",0,2
8,Presented but no response,NA,4
3,"$5,000 to $9,999",NA,0
NA,NA,NA,NA
7,"$160,000 to $169,999",NA,7
8,"Under $5,000",2,NA
10,NA,NA,NA
3,"$35,000 to $39,999",0,6
6,NA,NA,NA
1,NA,NA,12
9,"Under $5,000",0,0
7,"$50,000 to $59,999",NA,3
9,"$150,000 to $159,999",7,NA
8,NA,NA,NA
4,"$25,000 to $29,999",0,NA
6,NA,NA,NA
7,NA,NA,5
7,"$40,000 to $44,999",40,NA
3,"Under $5,000",2,NA
1,"$5,000 to $9,999",NA,1
9,"$5,000 to $9,999",NA,5
7,NA,NA,NA
7,"$30,000 to $34,999",29,3
6,Presented but no response,0,4
7,NA,NA,NA
8,"Under $5,000",55,4
4,"$90,000 to $99,999",0,2
5,"$45,000 to $49,999",7,20
7,"$80,000 to $89,999",40,8
10,"$50,000 to $59,999",5,NA
3,"$30,000 to $34,999",NA,4
8,NA,NA,NA
8,"$30,000 to $34,999",0,2
5,NA,NA,NA
NA,NA,NA,NA
7,"$50,000 to $59,999",20,NA
4,"$120,000 to $129,999",50,NA
2,"$10,000 to $14,999",0,1
NA,NA,NA,NA
8,NA,NA,NA
1,"$35,000 to $39,999",0,2
8,"$40,000 to $44,999",30,NA
NA,NA,NA,NA
5,"$80,000 to $89,999",0,3
7,NA,NA,NA
NA,NA,NA,NA
5,"$130,000 to $139,999",NA,2
7,Presented but no response,0,NA
5,"$90,000 to $99,999",0,3
1,NA,NA,1
5,NA,NA,NA
5,"$45,000 to $49,999",NA,20
NA,NA,NA,NA
10,NA,NA,NA
7,"$180,000 to $189,999",37.5,NA
2,"$70,000 to $79,999",28,3
NA,NA,NA,NA
8,"$80,000 to $89,999",0,5
6,"$15,000 to $19,999",0,0
7,"$120,000 to $129,999",40,NA
NA,NA,NA,NA
8,"$25,000 to $29,999",NA,2
7,"$25,000 to $29,999",6,NA
NA,NA,NA,NA
7,"$80,000 to $89,999",NA,0
6,NA,NA,NA
8,"$120,000 to $129,999",40,NA
NA,NA,NA,NA
5,Presented but no response,NA,NA
NA,NA,NA,NA
5,"$60,000 to $69,999",NA,4
9,NA,NA,NA
8,"$30,000 to $34,999",NA,4
NA,NA,NA,NA
8,"$40,000 to $44,999",NA,NA
7,NA,NA,1
10,Presented but no response,40,NA
10,"$60,000 to $69,999",NA,43
8,"$120,000 to $129,999",40,NA
8,Presented but no response,0,8
9,NA,NA,4
2,"$70,000 to $79,999",25,NA
7,"$130,000 to $139,999",20,2
7,"$60,000 to $69,999",33,NA
6,"$80,000 to $89,999",30,8
NA,NA,NA,NA
5,"$40,000 to $44,999",40,3
6,Presented but no response,0,4
1,NA,NA,NA
4,"$15,000 to $19,999",NA,NA
8,"$150,000 to $159,999",40,NA
2,"$50,000 to $59,999",60,1
4,"$30,000 to $34,999",24,0
8,"$10,000 to $14,999",35,NA
3,"$60,000 to $69,999",NA,5
8,"$90,000 to $99,999",NA,131
7,NA,NA,NA
6,"$30,000 to $34,999",0,1
5,"$20,000 to $24,999",5,NA
NA,NA,NA,NA
2,"$20,000 to $24,999",NA,4
3,"$60,000 to $69,999",35,1
NA,NA,NA,NA
8,"$90,000 to $99,999",40,NA
NA,NA,NA,NA
6,NA,NA,NA
8,"$90,000 to $99,999",30,NA
8,"$130,000 to $139,999",NA,4
5,NA,NA,NA
3,"$90,000 to $99,999",0,NA
9,Presented but no response,8,NA
8,"$200,000 or more",0,3
5,"$140,000 to $149,999",40,NA
NA,NA,NA,NA
10,NA,NA,NA
5,"$90,000 to $99,999",0,4
7,"$40,000 to $44,999",NA,4
7,"$80,000 to $89,999",30,NA
8,"$130,000 to $139,999",8,NA
5,NA,NA,NA
NA,NA,NA,NA
1,"$30,000 to $34,999",0,NA
9,"$25,000 to $29,999",0,2
5,NA,NA,NA
4,NA,NA,NA
8,"$50,000 to $59,999",20,NA
8,"$60,000 to $69,999",36,NA
7,NA,NA,NA
7,"$30,000 to $34,999",35,NA
8,NA,NA,NA
8,NA,NA,NA
7,"$190,000 to $199,999",25,2
2,"$40,000 to $44,999",NA,20
8,"$25,000 to $29,999",NA,1
5,"$60,000 to $69,999",NA,5
NA,NA,NA,NA
5,"$5,000 to $9,999",2,NA
7,NA,NA,NA
5,"$120,000 to $129,999",0,NA
6,"$20,000 to $24,999",NA,0
10,"$35,000 to $39,999",0,6
NA,NA,NA,NA
10,"Under $5,000",NA,NA
10,NA,NA,NA
7,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
8,"$20,000 to $24,999",0,10
9,NA,NA,NA
7,"$30,000 to $34,999",12,2
4,"$35,000 to $39,999",NA,5
1,"$50,000 to $59,999",NA,2
6,NA,NA,4
7,NA,NA,NA
6,"$70,000 to $79,999",NA,5
9,"$90,000 to $99,999",NA,144
3,"$40,000 to $44,999",NA,5
10,NA,NA,NA
6,NA,NA,NA
6,"$120,000 to $129,999",55,15
7,"$120,000 to $129,999",40,0
10,"$90,000 to $99,999",24,NA
7,NA,NA,5
1,NA,NA,NA
7,NA,NA,NA
NA,NA,NA,NA
7,"$80,000 to $89,999",NA,51
8,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,2
3,"$40,000 to $44,999",0,3
9,"$200,000 or more",NA,6
7,"$30,000 to $34,999",42,4
9,"$45,000 to $49,999",35,5
5,"$20,000 to $24,999",35,1
6,"$60,000 to $69,999",NA,5
NA,NA,NA,5
1,"$15,000 to $19,999",8,0
8,"$150,000 to $159,999",35,NA
NA,NA,NA,NA
5,"$45,000 to $49,999",NA,1
1,"$40,000 to $44,999",20,NA
8,NA,NA,NA
8,"$45,000 to $49,999",NA,4
4,"$20,000 to $24,999",NA,NA
6,"$15,000 to $19,999",8,NA
6,"$200,000 or more",0,5
6,"$50,000 to $59,999",25,NA
7,"$80,000 to $89,999",35,6
8,"$120,000 to $129,999",30,NA
8,"$110,000 to $119,999",NA,7
5,"$45,000 to $49,999",NA,2
NA,NA,NA,NA
6,"$15,000 to $19,999",NA,6
4,"$45,000 to $49,999",20,15
6,"$35,000 to $39,999",40,NA
1,"$45,000 to $49,999",NA,0
NA,NA,NA,NA
5,Presented but no response,36,NA
NA,NA,NA,NA
8,"$30,000 to $34,999",35,NA
8,"$30,000 to $34,999",NA,3
9,NA,NA,2
8,"$180,000 to $189,999",NA,10
5,"$70,000 to $79,999",0,NA
8,"$80,000 to $89,999",10,3
9,"$40,000 to $44,999",0,6
6,NA,NA,NA
6,NA,NA,NA
8,"$25,000 to $29,999",0,2
5,"$50,000 to $59,999",NA,4
7,"$40,000 to $44,999",35,24
6,NA,NA,NA
5,"$180,000 to $189,999",0,NA
6,"$90,000 to $99,999",NA,8
7,"$50,000 to $59,999",25,2
4,"$40,000 to $44,999",40,0
7,"$90,000 to $99,999",84,140
5,Presented but no response,0,0
3,"$10,000 to $14,999",0,5
NA,NA,NA,NA
6,Presented but no response,45,3
5,NA,NA,0
NA,NA,NA,NA
8,"$60,000 to $69,999",38,3
10,"$40,000 to $44,999",NA,3
4,Presented but no response,NA,NA
6,NA,NA,NA
9,"$25,000 to $29,999",NA,7
5,"$45,000 to $49,999",4,NA
NA,NA,NA,NA
10,"$15,000 to $19,999",NA,1
NA,NA,NA,NA
2,"$70,000 to $79,999",32,NA
4,"$40,000 to $44,999",0,0
NA,NA,NA,NA
6,NA,NA,2
NA,NA,NA,NA
8,"$70,000 to $79,999",0,12
7,"$110,000 to $119,999",40,NA
7,"$90,000 to $99,999",NA,1
8,"$35,000 to $39,999",NA,2
1,"$40,000 to $44,999",2,NA
7,"$80,000 to $89,999",0,2
8,Presented but no response,NA,NA
5,NA,NA,NA
6,"$50,000 to $59,999",NA,7
8,"$45,000 to $49,999",35,NA
2,"$120,000 to $129,999",10,NA
1,"$15,000 to $19,999",NA,1
3,"$20,000 to $24,999",0,0
NA,NA,NA,NA
7,"$10,000 to $14,999",NA,NA
6,"$25,000 to $29,999",10,NA
9,"$10,000 to $14,999",NA,3
8,"$60,000 to $69,999",40,3
5,NA,NA,NA
3,"$10,000 to $14,999",NA,3
9,Presented but no response,0,7
NA,NA,NA,NA
9,"$15,000 to $19,999",32,9
6,"$30,000 to $34,999",4,NA
8,"$5,000 to $9,999",NA,2
5,NA,NA,NA
2,"$30,000 to $34,999",5,NA
6,"$30,000 to $34,999",20,NA
7,"Under $5,000",NA,1
7,"$15,000 to $19,999",38,2
1,"$5,000 to $9,999",NA,5
9,"$200,000 or more",NA,2
NA,NA,NA,NA
6,"$60,000 to $69,999",40,4
NA,NA,NA,NA
7,"$15,000 to $19,999",NA,3
1,NA,NA,NA
10,"$100,000 to $109,999",0,2
NA,NA,NA,NA
4,"$120,000 to $129,999",NA,1
NA,NA,NA,NA
6,"$140,000 to $149,999",35,2
8,"$100,000 to $109,999",0,20
7,"$5,000 to $9,999",27,NA
6,"$25,000 to $29,999",36,3
6,NA,NA,4
8,Presented but no response,28,NA
NA,NA,NA,NA
5,"$15,000 to $19,999",40,0
8,"$200,000 or more",NA,5
4,"$70,000 to $79,999",30,NA
5,"$60,000 to $69,999",0,3
1,NA,NA,NA
4,NA,NA,2
NA,NA,NA,NA
9,"$160,000 to $169,999",20,NA
5,Presented but no response,20,NA
2,"$15,000 to $19,999",5,NA
8,"$70,000 to $79,999",50,2
5,NA,NA,NA
7,"$25,000 to $29,999",NA,2
5,"$60,000 to $69,999",0,NA
6,NA,NA,NA
7,"$60,000 to $69,999",0,0
7,"$70,000 to $79,999",NA,2
7,NA,NA,NA
9,"$35,000 to $39,999",0,NA
8,"$10,000 to $14,999",NA,NA
8,"$20,000 to $24,999",NA,3
3,"$50,000 to $59,999",36,4
6,NA,NA,NA
4,NA,NA,NA
4,NA,NA,NA
3,"$150,000 to $159,999",40,6
8,"$45,000 to $49,999",18,NA
NA,NA,NA,NA
5,"$25,000 to $29,999",120,NA
NA,NA,NA,NA
NA,NA,NA,NA
6,"$25,000 to $29,999",0,5
5,"$60,000 to $69,999",NA,3
7,"$25,000 to $29,999",NA,12
NA,NA,NA,NA
7,"$80,000 to $89,999",NA,0
8,"Under $5,000",30,NA
7,"$100,000 to $109,999",NA,1
3,NA,NA,NA
5,NA,NA,NA
4,"$70,000 to $79,999",1,NA
4,"$30,000 to $34,999",NA,3
NA,NA,NA,NA
4,NA,NA,NA
4,"$70,000 to $79,999",36,NA
8,NA,NA,NA
7,NA,NA,NA
2,"$15,000 to $19,999",0,0
6,NA,NA,NA
8,Presented but no response,7,2
8,"$15,000 to $19,999",0,1
9,"Under $5,000",NA,1
5,"$10,000 to $14,999",2,1
5,"$60,000 to $69,999",30,NA
6,"$20,000 to $24,999",0,3
6,NA,NA,NA
7,NA,NA,NA
7,"$70,000 to $79,999",40,10
NA,"$25,000 to $29,999",20,NA
1,NA,NA,NA
NA,NA,NA,NA
8,"$25,000 to $29,999",0,2
6,"$70,000 to $79,999",0,4
6,"$80,000 to $89,999",4,NA
3,"$60,000 to $69,999",NA,NA
9,"$100,000 to $109,999",45,NA
10,"$70,000 to $79,999",5,NA
NA,NA,NA,NA
8,NA,NA,NA
7,Presented but no response,0,1
6,Presented but no response,NA,5
8,"$25,000 to $29,999",0,3
3,"$15,000 to $19,999",168,1
7,"$45,000 to $49,999",38,NA
5,"$45,000 to $49,999",NA,1
NA,NA,NA,NA
10,NA,NA,NA
8,NA,NA,5
8,"$110,000 to $119,999",NA,7
4,"$25,000 to $29,999",8,NA
6,"$30,000 to $34,999",NA,4
1,"$10,000 to $14,999",0,NA
8,"$80,000 to $89,999",35,NA
NA,NA,NA,NA
4,NA,NA,0
6,"$30,000 to $34,999",0,1
NA,NA,NA,NA
5,"$45,000 to $49,999",15,NA
7,Presented but no response,38,2
6,"$20,000 to $24,999",NA,3
8,"$50,000 to $59,999",NA,1
10,"$40,000 to $44,999",NA,150
NA,NA,NA,NA
4,Presented but no response,NA,NA
9,"$110,000 to $119,999",20,NA
6,"$10,000 to $14,999",40,NA
10,"$40,000 to $44,999",45,NA
NA,NA,NA,NA
2,"$50,000 to $59,999",32,NA
9,"$35,000 to $39,999",8,NA
NA,NA,NA,NA
NA,NA,NA,NA
8,"$30,000 to $34,999",30,NA
3,"$25,000 to $29,999",NA,1
7,"$50,000 to $59,999",0,1
4,"$60,000 to $69,999",10,NA
1,NA,NA,NA
7,NA,NA,NA
3,"$30,000 to $34,999",0,1
NA,NA,NA,NA
8,"$90,000 to $99,999",NA,5
7,"$120,000 to $129,999",30,NA
NA,NA,NA,NA
7,NA,NA,NA
6,NA,NA,NA
2,"$10,000 to $14,999",NA,2
10,NA,NA,NA
7,NA,NA,NA
NA,NA,NA,NA
10,"$80,000 to $89,999",2,NA
4,NA,NA,NA
1,"$10,000 to $14,999",0,2
NA,NA,NA,NA
1,"$30,000 to $34,999",0,NA
1,NA,NA,NA
5,NA,NA,NA
4,"$40,000 to $44,999",40,1
5,"$20,000 to $24,999",NA,5
NA,NA,NA,NA
NA,NA,NA,1
8,Presented but no response,10,0
6,NA,NA,NA
10,"$15,000 to $19,999",40,NA
10,"$80,000 to $89,999",30,NA
NA,NA,NA,NA
NA,NA,NA,NA
6,"$45,000 to $49,999",NA,8
8,"$80,000 to $89,999",0,3
6,NA,NA,NA
8,NA,NA,NA
8,"$35,000 to $39,999",12,NA
4,"Under $5,000",30,NA
7,NA,NA,NA
4,NA,NA,5
8,"$25,000 to $29,999",20,NA
8,NA,NA,1
NA,NA,NA,NA
8,"$80,000 to $89,999",NA,2
4,"$10,000 to $14,999",NA,0
NA,NA,NA,NA
6,"$20,000 to $24,999",NA,3
NA,NA,NA,NA
NA,NA,NA,NA
8,"$35,000 to $39,999",0,4
1,"$20,000 to $24,999",NA,0
2,NA,NA,NA
6,"$20,000 to $24,999",24,2
NA,NA,NA,NA
NA,NA,NA,NA
8,"$200,000 or more",20,NA
9,NA,NA,NA
10,NA,NA,NA
5,"$200,000 or more",38,10
NA,NA,NA,NA
7,Presented but no response,NA,10
9,Presented but no response,35,NA
9,"$35,000 to $39,999",30,NA
2,"$50,000 to $59,999",140,NA
7,NA,NA,NA
7,"$100,000 to $109,999",40,NA
8,NA,NA,NA
4,"$150,000 to $159,999",35,0
2,"$35,000 to $39,999",0,0
1,Presented but no response,NA,NA
7,"$50,000 to $59,999",NA,4
7,"$50,000 to $59,999",35,NA
5,Presented but no response,30,0
10,"$100,000 to $109,999",14,1
7,"$110,000 to $119,999",35,12
4,NA,NA,1
6,NA,NA,NA
8,"$25,000 to $29,999",0,NA
7,NA,NA,NA
6,"$90,000 to $99,999",40,3
3,"$40,000 to $44,999",28,1
NA,NA,NA,NA
6,NA,NA,NA
6,"$15,000 to $19,999",5,2
7,"$30,000 to $34,999",166,12
4,"$15,000 to $19,999",0,0
6,"$100,000 to $109,999",40,2
5,"$15,000 to $19,999",NA,0
8,"$90,000 to $99,999",8,NA
9,"$190,000 to $199,999",50,NA
NA,NA,NA,NA
6,"$15,000 to $19,999",23,1
7,"$50,000 to $59,999",NA,5
3,"$40,000 to $44,999",NA,2
6,NA,NA,NA
6,"$60,000 to $69,999",35,3
7,NA,NA,NA
10,"$35,000 to $39,999",NA,3
9,"$35,000 to $39,999",35,NA
6,NA,NA,NA
6,"$150,000 to $159,999",40,5
NA,NA,NA,NA
2,"$10,000 to $14,999",5,2
NA,NA,NA,NA
NA,NA,NA,NA
7,"$70,000 to $79,999",NA,10
5,"$70,000 to $79,999",NA,0
4,"$70,000 to $79,999",NA,2
3,"$30,000 to $34,999",48,NA
7,NA,NA,NA
NA,NA,NA,NA
5,NA,NA,NA
8,"$110,000 to $119,999",NA,0
NA,NA,NA,NA
NA,NA,NA,NA
4,"$45,000 to $49,999",NA,NA
7,"$70,000 to $79,999",0,3
10,"$10,000 to $14,999",NA,1
5,"$30,000 to $34,999",10,NA
4,"$120,000 to $129,999",0,3
10,"$25,000 to $29,999",50,NA
8,"$45,000 to $49,999",0,3
7,"$200,000 or more",16,4
4,NA,NA,NA
NA,NA,NA,NA
6,"$60,000 to $69,999",35,2
NA,NA,NA,NA
8,"$110,000 to $119,999",50,8
8,"$70,000 to $79,999",0,10
8,NA,NA,NA
7,"$60,000 to $69,999",0,0
9,"$100,000 to $109,999",7,NA
NA,NA,NA,NA
NA,NA,NA,NA
4,"$15,000 to $19,999",0,3
6,NA,NA,NA
NA,NA,NA,NA
7,"$80,000 to $89,999",24,NA
1,"$10,000 to $14,999",0,0
10,"$35,000 to $39,999",NA,150
NA,NA,NA,NA
8,"$50,000 to $59,999",10,NA
4,"$25,000 to $29,999",10,1
NA,NA,NA,NA
7,"$35,000 to $39,999",0,1
3,"$15,000 to $19,999",0,0
NA,NA,NA,NA
5,NA,NA,1
3,"$40,000 to $44,999",0,0
9,NA,NA,NA
5,"$45,000 to $49,999",NA,3
4,"$20,000 to $24,999",NA,0
6,"$110,000 to $119,999",30,NA
8,"Under $5,000",NA,2
3,NA,NA,NA
5,NA,NA,NA
